instance,strategy,alpha,seed,max_time,initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time
50_r112_cap.json,first,0.1,42,120.0,250.21,356.16,0.057982683181762695,13,16,385.0,288.4,0.0006494522094726562
50_r112_cap.json,first,0.5,42,120.0,139.05,205.05,0.019928932189941406,5,16,339.0,267.9,0.0006556510925292969
50_r112_cap.json,first,1.0,42,120.0,0.10000000000002274,71.10000000000002,0.017171859741210938,5,16,339.0,267.9,0.0006685256958007812
50_rc101_cap.json,best,0.01,42,120.0,225.819,615.618,0.09355616569519043,10,19,620.0,438.2,0.0005891323089599609
50_rc101_cap.json,best,0.1,42,120.0,188.19,576.18,0.0995035171508789,10,19,620.0,438.2,0.0005414485931396484
50_rc101_cap.json,best,0.5,42,120.0,20.950000000000017,400.9,0.10310602188110352,10,19,620.0,438.2,0.000545501708984375
50_rc101_cap.json,best,1.0,42,120.0,-188.09999999999997,181.90000000000003,0.1045072078704834,10,19,600.0,418.09999999999997,0.000797271728515625
50_rc101_cap.json,first,0.01,42,120.0,225.819,515.454,0.0443267822265625,9,18,520.0,454.59999999999997,0.0006155967712402344
50_rc101_cap.json,first,0.1,42,120.0,188.19,474.54,0.04431271553039551,9,18,520.0,454.59999999999997,0.0005934238433837891
50_rc101_cap.json,first,0.5,42,120.0,20.950000000000017,292.70000000000005,0.046582698822021484,9,18,520.0,454.59999999999997,0.0005991458892822266
50_rc101_cap.json,first,1.0,42,120.0,-188.09999999999997,38.200000000000045,0.03746223449707031,8,17,490.0,451.79999999999995,0.0005552768707275391
50_rc102_cap.json,best,0.01,42,120.0,226.308,575.82,0.07870602607727051,10,17,580.0,417.99999999999994,0.0005517005920410156
50_rc102_cap.json,best,0.1,42,120.0,193.07999999999998,538.2,0.08503222465515137,10,17,580.0,417.99999999999994,0.0006124973297119141
50_rc102_cap.json,best,0.5,42,120.0,45.400000000000006,377.9,0.0786740779876709,10,17,570.0,384.2,0.000621795654296875
50_rc102_cap.json,best,1.0,42,120.0,-139.2,302.3,0.10024142265319824,13,18,580.0,277.7,0.0005557537078857422
50_rc102_cap.json,first,0.01,42,120.0,226.308,385.671,0.017865896224975586,8,13,390.0,432.90000000000003,0.0005483627319335938
50_rc102_cap.json,first,0.1,42,120.0,193.07999999999998,346.71,0.01888442039489746,8,13,390.0,432.90000000000003,0.000545501708984375
