initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time,path,strategy,alpha,seed,op_set,shuffle,k_mod
379.78,475.23,0.05841708183288574,11,24,530.0,547.7,1762534718.1267486,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', 'swap')",True,1
482.81,598.16,0.09495329856872559,16,32,660.0,618.4,1762534718.201784,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', 'swap')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534718.3194568,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('swap',)",True,1
482.81,489.40999999999997,0.006667613983154297,3,24,550.0,605.9000000000001,1762534718.3231466,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('swap',)",True,3
379.78,452.65999999999997,0.02829575538635254,5,22,510.0,573.4,1762534718.3336687,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', 'swap', '2opt')",True,1
482.81,581.62,0.08350634574890137,11,31,650.0,683.8,1762534718.3852777,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', 'swap', '2opt')",True,3
379.78,475.02,0.05887937545776367,5,23,530.0,549.8,1762534718.507737,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', '2opt')",True,1
482.81,572.47,0.09931635856628418,11,29,640.0,675.3,1762534718.5870123,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', '2opt')",True,3
379.78,475.02,0.03957796096801758,5,23,530.0,549.8,1762534718.7115088,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate')",True,1
482.81,586.17,0.08378982543945312,10,31,650.0,638.3,1762534718.7687287,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534718.8772104,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('2opt',)",True,1
482.81,482.81,0.0,0,24,550.0,671.9,1762534718.8804023,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('2opt',)",True,3
379.78,452.65999999999997,0.04823780059814453,5,22,510.0,573.4,1762534718.8836067,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', 'swap')",True,1
482.81,591.9,0.1706697940826416,14,31,650.0,581.0,1762534718.9502037,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('insert', 'relocate', 'swap')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534719.1537075,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('swap',)",True,1
482.81,489.40999999999997,0.008864879608154297,3,24,550.0,605.9000000000001,1762534719.1586797,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,123,"('swap',)",True,3
379.78,474.47,0.054906606674194336,6,23,530.0,555.3,1762534719.1754346,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', 'swap', '2opt')",True,1
482.81,573.49,0.11927223205566406,14,29,640.0,665.0999999999999,1762534719.2515116,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', 'swap', '2opt')",True,3
379.78,475.02,0.038922786712646484,5,23,530.0,549.8,1762534719.4045398,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', '2opt')",True,1
482.81,577.22,0.09186267852783203,10,30,640.0,627.8,1762534719.463003,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', '2opt')",True,3
379.78,475.02,0.0479586124420166,5,23,530.0,549.8,1762534719.5822232,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate')",True,1
482.81,573.26,0.09603762626647949,10,29,640.0,667.4,1762534719.6507483,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534719.7721128,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('2opt',)",True,1
482.81,482.81,0.0,0,24,550.0,671.9,1762534719.7764418,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('2opt',)",True,3
379.78,475.02,0.04115867614746094,5,23,530.0,549.8,1762534719.7801015,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', 'swap')",True,1
482.81,577.22,0.09517836570739746,10,30,640.0,627.8,1762534719.8435018,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('insert', 'relocate', 'swap')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534719.9699697,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('swap',)",True,1
482.81,489.40999999999997,0.008614540100097656,3,24,550.0,605.9000000000001,1762534719.9749298,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,987,"('swap',)",True,3
178.89999999999998,274.25,0.0698094367980957,8,23,520.0,491.5,1762534719.9908462,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.5,42,"('insert', 'relocate', 'swap', '2opt')",True,1
214.05,337.15,0.08487868309020996,9,30,640.0,605.7,1762534720.0818455,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.5,42,"('insert', 'relocate', 'swap', '2opt')",True,3
178.89999999999998,262.85,0.04888749122619629,7,23,520.0,514.3,1762534720.1959214,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.5,42,"('insert', 'relocate', '2opt')",True,1
214.05,347.95,0.1321089267730713,13,31,640.0,584.1,1762534720.2659476,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.5,42,"('insert', 'relocate', '2opt')",True,3
178.89999999999998,290.8,0.06825852394104004,10,24,520.0,458.4,1762534720.427339,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.5,42,"('insert', 'relocate')",True,1
